Yahoo_Ticker,Code,銘柄名,Type,市場・商品区分,33業種区分,規模区分
9418.T,9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
9424.T,9424,日本通信,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9432.T,9432,ＮＴＴ,Stock,プライム（内国株式）,情報・通信業,TOPIX Core30
9433.T,9433,ＫＤＤＩ,Stock,プライム（内国株式）,情報・通信業,TOPIX Core30
9434.T,9434,ソフトバンク,Stock,プライム（内国株式）,情報・通信業,TOPIX Core30
9435.T,9435,光通信,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
9438.T,9438,エムティーアイ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9449.T,9449,ＧＭＯインターネットグループ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
9450.T,9450,ファイバーゲート,Stock,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
9468.T,9468,ＫＡＤＯＫＡＷＡ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
9470.T,9470,学研ホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9474.T,9474,ゼンリン,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9501.T,9501,東京電力ホールディングス,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9502.T,9502,中部電力,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9503.T,9503,関西電力,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9504.T,9504,中国電力,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9505.T,9505,北陸電力,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9506.T,9506,東北電力,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9507.T,9507,四国電力,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9508.T,9508,九州電力,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9509.T,9509,北海道電力,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9511.T,9511,沖縄電力,Stock,プライム（内国株式）,電気・ガス業,TOPIX Small 1
9513.T,9513,電源開発,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9514.T,9514,エフオン,Stock,スタンダード（内国株式）,電気・ガス業,TOPIX Small 2
9517.T,9517,イーレックス,Stock,プライム（内国株式）,電気・ガス業,TOPIX Small 2
9519.T,9519,レノバ,Stock,プライム（内国株式）,電気・ガス業,TOPIX Small 1
9531.T,9531,東京瓦斯,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9532.T,9532,大阪瓦斯,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9533.T,9533,東邦瓦斯,Stock,プライム（内国株式）,電気・ガス業,TOPIX Mid400
9534.T,9534,北海道瓦斯,Stock,プライム（内国株式）,電気・ガス業,TOPIX Small 2
9535.T,9535,広島ガス,Stock,プライム（内国株式）,電気・ガス業,TOPIX Small 2
9536.T,9536,西部ガスホールディングス,Stock,プライム（内国株式）,電気・ガス業,TOPIX Small 2
9543.T,9543,静岡ガス,Stock,プライム（内国株式）,電気・ガス業,TOPIX Small 1
9551.T,9551,メタウォーター,Stock,プライム（内国株式）,電気・ガス業,TOPIX Small 1
9552.T,9552,Ｍ＆Ａ総研ホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9600.T,9600,アイネット,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9601.T,9601,松竹,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
9602.T,9602,東宝,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
9603.T,9603,エイチ・アイ・エス,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9605.T,9605,東映,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
9612.T,9612,ラックランド,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9616.T,9616,共立メンテナンス,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
9619.T,9619,イチネンホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9621.T,9621,建設技術研究所,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9622.T,9622,スペース,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9627.T,9627,アインホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Mid400
9628.T,9628,燦ホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9629.T,9629,ピー・シー・エー,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9632.T,9632,スバル興業,Stock,スタンダード（内国株式）,サービス業,TOPIX Small 2
9644.T,9644,タナベコンサルティンググループ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9658.T,9658,ビジネスブレイン太田昭和,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9663.T,9663,ナガワ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9672.T,9672,東京都競馬,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9678.T,9678,カナモト,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9682.T,9682,ＤＴＳ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
9684.T,9684,スクウェア・エニックス・ホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
9692.T,9692,シーイーシー,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
9697.T,9697,カプコン,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
9699.T,9699,ニシオホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9702.T,9702,アイ・エス・ビー,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9706.T,9706,日本空港ビルデング,Stock,プライム（内国株式）,不動産業,TOPIX Mid400
9715.T,9715,トランス・コスモス,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9716.T,9716,乃村工藝社,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9719.T,9719,ＳＣＳＫ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
9722.T,9722,藤田観光,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9726.T,9726,ＫＮＴ－ＣＴホールディングス,Stock,スタンダード（内国株式）,サービス業,TOPIX Small 2
9729.T,9729,トーカイ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9735.T,9735,セコム,Stock,プライム（内国株式）,サービス業,TOPIX Large70
9739.T,9739,ＮＳＷ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9740.T,9740,セントラル警備保障,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9742.T,9742,アイネス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9743.T,9743,丹青社,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9744.T,9744,メイテックグループホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
9746.T,9746,ＴＫＣ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
9755.T,9755,応用地質,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9757.T,9757,船井総研ホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9759.T,9759,ＮＳＤ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
9766.T,9766,コナミグループ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
9769.T,9769,学究社,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9788.T,9788,ナック,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9790.T,9790,福井コンピュータホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9793.T,9793,ダイセキ,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
9795.T,9795,ステップ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
9824.T,9824,泉州電業,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
9828.T,9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,Stock,スタンダード（内国株式）,小売業,TOPIX Small 1
9830.T,9830,トラスコ中山,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
9831.T,9831,ヤマダホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Mid400
9832.T,9832,オートバックスセブン,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
9837.T,9837,モリト,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
9842.T,9842,アークランズ,Stock,プライム（内国株式）,小売業,TOPIX Small 1
9843.T,9843,ニトリホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Mid400
9850.T,9850,グルメ杵屋,Stock,プライム（内国株式）,小売業,TOPIX Small 2
9856.T,9856,ケーユーホールディングス,Stock,スタンダード（内国株式）,小売業,TOPIX Small 2
9861.T,9861,吉野家ホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Mid400
9869.T,9869,加藤産業,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
9880.T,9880,イノテック,Stock,プライム（内国株式）,電気機器,TOPIX Small 2
9882.T,9882,イエローハット,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
9887.T,9887,松屋フーズホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
9889.T,9889,ＪＢＣＣホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
9896.T,9896,ＪＫホールディングス,Stock,スタンダード（内国株式）,卸売業,TOPIX Small 2
9900.T,9900,サガミホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
9902.T,9902,日伝,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
9928.T,9928,ミロク情報サービス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
9932.T,9932,杉本商事,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
9934.T,9934,因幡電機産業,Stock,プライム（内国株式）,卸売業,TOPIX Mid400
9936.T,9936,王将フードサービス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
9946.T,9946,ミニストップ,Stock,プライム（内国株式）,小売業,TOPIX Small 2
9948.T,9948,アークス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
9956.T,9956,バローホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
9960.T,9960,東テク,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
9962.T,9962,ミスミグループ本社,Stock,プライム（内国株式）,卸売業,TOPIX Mid400
9974.T,9974,ベルク,Stock,プライム（内国株式）,小売業,TOPIX Small 1
9979.T,9979,大庄,Stock,スタンダード（内国株式）,小売業,TOPIX Small 2
9983.T,9983,ファーストリテイリング,Stock,プライム（内国株式）,小売業,TOPIX Core30
9984.T,9984,ソフトバンクグループ,Stock,プライム（内国株式）,情報・通信業,TOPIX Core30
9987.T,9987,スズケン,Stock,プライム（内国株式）,卸売業,TOPIX Mid400
9989.T,9989,サンドラッグ,Stock,プライム（内国株式）,小売業,TOPIX Mid400
9990.T,9990,サックスバー　ホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 2
9991.T,9991,ジェコス,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
9997.T,9997,ベルーナ,Stock,プライム（内国株式）,小売業,TOPIX Small 1
